ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x115de,CUS_0x6c8e,May,Miless,19,672-18-8236,Manager,19098.69,1509.5575,8,10,22,9,"Mortgage Loan, Not Specified, Home Equity Loan, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Personal Loan, and Personal Loan",45,17,26.84,10.0,_,4964.77,40.27247024340282,12 Years and 0 Months,Yes,95.42339345987509,130.0980577889375,Low_spent_Medium_value_payments,205.43429875118744,Standard
0x1d47e,CUS_0x68d9,January,Steve Slaterk,27,580-48-2588,Writer,68561.31,5594.4425,6,5,12,2,"Mortgage Loan, and Credit-Builder Loan",30,14,10.72,8.0,Standard,93.67,27.3455572977872,29 Years and 11 Months,Yes,58.021273670209816,74.38303829035543,High_spent_Large_value_payments,667.0399380394348,Standard
0x23f9d,CUS_0x958e,April,Saeed Azharp,24,937-11-0997,Media_Manager,89269.79999999997,7494.149999999999,5,4,12,3_,"Mortgage Loan, Payday Loan, and Student Loan",28,11,10.35,2.0,Standard,444.69,40.91955286843008,18 Years and 8 Months,Yes,209.7322460408085,174.60147474479888,High_spent_Large_value_payments,605.0812792143927,Standard
0x19855,CUS_0x585b,August,Bakerm,35,104-57-7353,Manager,17312.45_,1604.7041666666669,7,5,20,9,"Mortgage Loan, Home Equity Loan, Personal Loan, Home Equity Loan, Student Loan, Student Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",56,22,23.28,8.0,Bad,4524.72,27.80559224998572,10 Years and 0 Months,Yes,122.87496564118362,70.84080408659791,!@9#%8,246.75464693888512,Standard
0x157a1,CUS_0x4287,April,Mohantyl,21,271-62-6210,Scientist,21595.875,2061.65625,5,7,7,1,Auto Loan,9,2,9.46,4.0,Good,655.46,30.031410699607807,,NM,13.082938478587812,68.00365885905673,High_spent_Medium_value_payments,375.0790276623555,Poor
0x11a8a,CUS_0x5f06,January,Vlastelical,42,873-56-8770,Doctor,8835.54,706.2950000000002,4,6,29,7,"Mortgage Loan, Student Loan, Mortgage Loan, Not Specified, Auto Loan, Home Equity Loan, and Home Equity Loan",6,16,19.33,6.0,_,1961.73,26.44195522558236,6 Years and 1 Months,NM,71590.0,__10000__,Low_spent_Medium_value_payments,286.71906007880636,Poor
0x158fe,CUS_0xbd5e,May,Leskep,52,745-59-9139,Journalist,37452.59_,2962.049166666666,4,3,1,1,Credit-Builder Loan,4,9,4.11,8.0,Good,1286.4,32.58082835433953,20 Years and 8 Months,No,29.05427308361383,333.83628917529603,Low_spent_Small_value_payments,223.31435440775678,Standard
0xfe05,CUS_0x2a68,August,Kotokyt,46,835-40-7901,Musician,31029.7,2519.808333333333,6,7,4,4,"Not Specified, Payday Loan, Home Equity Loan, and Student Loan",26,11,10.74,4.0,Good,1157.08,30.297736524321817,19 Years and 9 Months,No,96.4699650072652,77.979255523455,High_spent_Small_value_payments,337.53161280261315,Good
0x1881b,CUS_0xc1e8,June,Jasonc,36,#F%$D@*&8,Developer,35255.26,2667.938333333333,2,3,3,-100,"Credit-Builder Loan, Auto Loan, Student Loan, and Not Specified",5,2544,8.24,0.0,Good,88.52,22.765261535109914,30 Years and 1 Months,NM,76.87973425012161,22.21768959096538,High_spent_Large_value_payments,407.6964094922464,Good
0x1baeb,CUS_0x59a5,June,Whitev,28,621-30-0642,Engineer,78056.04,6384.669999999999,7,5,17,1,Not Specified,18,11,17.6,10.0,Standard,248.71,38.49641846094266,,Yes,44.08837406681275,,High_spent_Small_value_payments,450.4867014482696,Standard
0x19cf3,CUS_0x8873,February,Ryan Vlastelicag,43,191-16-0751,Accountant,28274.64,2398.22,5,7,15,3,"Not Specified, Personal Loan, and Student Loan",23,16,14.35,8.0,Standard,953.08,33.377846309232304,17 Years and 8 Months,Yes,62.0778775378051,154.46314211878115,Low_spent_Large_value_payments,293.2809803434137,Standard
0x16bb4,CUS_0x3f94,July,Natalie Wrightp,52,089-12-3246,Entrepreneur,96943.47,8107.6225,0,5,4,3,"Home Equity Loan, Mortgage Loan, and Debt Consolidation Loan",18,11,6.62,4.0,_,304.31,37.02045636717865,27 Years and 5 Months,No,175.87270771483497,121.73431709691737,High_spent_Large_value_payments,753.1552251882476,Standard
0xf170,CUS_0x6d2c,March,Danilo Masoniq,18,207-09-4100,Scientist,18226.13,1383.844166666667,8,3,15,5,"Student Loan, Mortgage Loan, Home Equity Loan, Mortgage Loan, and Payday Loan",17,20,13.9,4.0,_,1125.37,26.043268976472262,19 Years and 1 Months,Yes,61.35256821747503,181.5930383430266,Low_spent_Small_value_payments,185.43881010616505,Standard
0x6c36,CUS_0x638,January,Sinead Cruisej,45,028-56-5290,_______,54622.5,,8,9,23,7,"Not Specified, Home Equity Loan, Personal Loan, Home Equity Loan, Student Loan, Student Loan, and Mortgage Loan",21,19,21.92,12.0,_,3445.84,33.848774108232824,6 Years and 2 Months,Yes,217.31615326411827,78.44708867777194,High_spent_Small_value_payments,401.42425805810984,Standard
0x24982,CUS_0x83a7,May,Barrp,50,733-36-8265,Engineer,90674.43,7318.2025,4,1,4,1,Payday Loan,10,10,10.84,1.0,Good,29.87,27.044937795132583,17 Years and 9 Months,No,43.45821533100556,246.13060177320315,Low_spent_Large_value_payments,712.2314328957913,Good
0x95ce,CUS_0x4881,May,Andreak,38,803-60-0204,Media_Manager,37263.45,3156.2875,3,3,7,0,,1,8,7.76,2.0,_,1238.06,23.426024296424597,,No,80213.0,,!@9#%8,466.4823820581977,Standard
0x1d659,CUS_0xa037,August,Aruna Viswanathap,22,318-64-2372,Manager,151649.36,12823.446666666665,3,7,11,3,"Personal Loan, Not Specified, and Payday Loan",7,12,4.48,3.0,_,358.17,46.36094465831865,30 Years and 5 Months,No,224.7031327912128,119.78596591048908,High_spent_Large_value_payments,1177.8555679649648,Standard
0x72de,CUS_0x20de,January,McCoolb,39,446-11-4496,Teacher,52742.91,4441.2425,4,7,15,3,"Student Loan, Mortgage Loan, and Not Specified",20,14,13.79,11.0,Standard,1645.23,26.984137898028816,11 Years and 5 Months,Yes,76.63686697494155,223.972687808992,Low_spent_Small_value_payments,433.51469521606657,Poor
0x24d6f,CUS_0xbeb8,February,Diane Bartzw,35,403-31-1021,_______,44378.19,3986.1825,8,7,22,7_,"Personal Loan, Personal Loan, Auto Loan, Not Specified, Home Equity Loan, Not Specified, and Home Equity Loan",58,16,27.16,12.0,Bad,4117.61,26.60246526481953,13 Years and 4 Months,NM,185.4945100905054,147.5403759794959,High_spent_Medium_value_payments,315.5833639299988,Poor
0x133b6,CUS_0x966b,January,Anau,38,941-68-5443,Scientist,32955.92,2890.3266666666664,6,6,8,2,"Debt Consolidation Loan, and Auto Loan",29,10,14.35,1.0,Standard,315.72,41.2854935522664,18 Years and 4 Months,NM,29.865025125226644,264.1042550851448,Low_spent_Medium_value_payments,275.0633864562953,Standard
0x23e6,CUS_0xfdd,May,Leikau,14,977-98-5964,Scientist,32128.24,2693.353333333333,6,4,2091,7,"Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",19,20,10.61,8.0,Standard,465.04,36.04695238301208,7 Years and 5 Months,Yes,103.45621325048674,151.79526450225504,High_spent_Small_value_payments,274.0838555805916,Standard
0x1e26d,CUS_0x7e8a,April,Cheungo,17,668-06-0629,Doctor,40944.82,3588.068333333333,7,944,17,3,"Personal Loan, Student Loan, and Student Loan",17,13,20.4,7.0,_,948.81,35.59758064891222,25 Years and 2 Months,Yes,93.98416718975731,408.9353912698502,Low_spent_Small_value_payments,145.88727487372591,Standard
0x19637,CUS_0xc4b3,June,Luke Bakert,3681,673-26-9445,Architect,16860.705,1178.05875,5,3,1,1,Debt Consolidation Loan,14,6,7.78,2.0,Good,1476.91,34.975094506383044,33 Years and 3 Months,No,12.608522556264546,__10000__,Low_spent_Large_value_payments,287.98578682319305,Standard
0x1e9d5,CUS_0x950,April,Alistair Barrf,45,#F%$D@*&8,Engineer,102261.27_,8731.7725,358,5,13,1,Debt Consolidation Loan,15,8,0.7699999999999996,0.0,Standard,1164.89,29.26170347788845,20 Years and 6 Months,No,79.77979643791113,171.34232826128382,High_spent_Large_value_payments,862.055125300805,Standard
0x150ef,CUS_0x7cb9,June,Noeli,36,599-00-9018,Media_Manager,92705.84,7957.486666666668,8,7,11,0,,10,11,9.81,0.0,Good,633.13,40.392558830880354,16 Years and 2 Months,No,0.0,103.03115003376044,High_spent_Large_value_payments,932.7175166329064,Poor
0x1b90,CUS_0x1288,July,,34,609-85-2725,Doctor,60938.13,5163.1775,10,8,31,-100,"Payday Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",26,18,17.49,9.0,_,3947.24,28.909928454902047,5 Years and 4 Months,Yes,378.304673376643,509.04521941935053,Low_spent_Small_value_payments,,Poor
0x248ab,CUS_0x52b6,June,Seetharamano,41,866-67-0663,Scientist,15754.53,,9,9,22,7,"Not Specified, Credit-Builder Loan, Not Specified, Not Specified, Home Equity Loan, Payday Loan, and Debt Consolidation Loan",25,17,16.21,11.0,Standard,1378.73,39.24637344242682,13 Years and 6 Months,Yes,50.60352426936799,76.433148263091,Low_spent_Small_value_payments,310.251077467541,Poor
0xbbdd,CUS_0xa193,April,Nayaku,33,469-56-9848,Lawyer,110912.79_,9392.7325,4,7,10,1,Auto Loan,3,,8.75,2.0,Good,36.4,35.065295078988605,23 Years and 8 Months,No,80.20521511802687,169.62345346024549,High_spent_Medium_value_payments,939.4445814217275,Good
0x127c9,CUS_0x2fb7,August,,15,145-34-6936,Lawyer,71480.44_,5883.703333333334,8,6,13,6,"Personal Loan, Debt Consolidation Loan, Student Loan, Payday Loan, Mortgage Loan, and Home Equity Loan",6,9,7.92,8.0,Standard,315.42,37.391102583541134,18 Years and 6 Months,NM,40651.0,531.5685192814212,Low_spent_Medium_value_payments,59.24584276459075,Standard
0x1afe7,CUS_0x2b59,June,Paulb,26,708-52-5954,Accountant,28146.26,2599.5216666666665,6,8,21,875,"Credit-Builder Loan, Auto Loan, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",28,22,17.91,13.0,_,4841.16,39.28819624257089,5 Years and 10 Months,NM,71.08314697455201,145.58826481784482,Low_spent_Small_value_payments,333.2807548742698,Poor
0x1897,CUS_0x4315,February,Christophd,22,908-69-0212,Entrepreneur,36822.29,3132.524166666666,8,7,6,4,"Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan",14,19,5.79,4.0,Standard,125.25,23.33674450597847,24 Years and 9 Months,No,95.8007129241996,259.7908044889353,Low_spent_Large_value_payments,227.6608992535318,Standard
0x3830,CUS_0x4b2c,March,Claire Davenporte,33,993-03-5805,Entrepreneur,22488.625,1700.052083333333,1,3,6,1,Payday Loan,10,11,3.69,3.0,Good,590.85,25.24296920428685,,No,11.478601693258964,26.99001335151293,!@9#%8,381.5365932885615,Standard
0x1abb6,CUS_0x2c75,January,Takadaw,26,653-70-6074,Accountant,168682.56,14118.88,4,3,3,4,"Mortgage Loan, Mortgage Loan, Auto Loan, and Auto Loan",13,9,11.64,4.0,_,463.57,44.97449850151475,,No,305.7537414146373,164.12720157189668,High_spent_Large_value_payments,1182.007057013466,Good
0x87d3,CUS_0x3c21,February,Cinellie,18,599-76-2938,Teacher,30519.74,2830.311666666667,10,9,20,6,"Debt Consolidation Loan, Payday Loan, Not Specified, Mortgage Loan, Payday Loan, and Personal Loan",33,26,23.5,10.0,Bad,4792.52,26.44132951006597,0 Years and 6 Months,Yes,117.43212457467298,195.9567561307687,Low_spent_Small_value_payments,259.64228596122507,Standard
0x2dfd,CUS_0x609f,August,Jonesa,16,167-60-0326,Entrepreneur,61654.84,5175.903333333333,5,7,9,4,"Payday Loan, Credit-Builder Loan, Not Specified, and Student Loan",30,12,13.87,5.0,Standard,741.7,25.05330445180164,13 Years and 3 Months,Yes,192.6269519380112,196.96727247007328,High_spent_Medium_value_payments,377.99610892524885,Standard
0x12622,CUS_0x631e,May,Nivedita Bhattacharjeed,15,838-51-8043,Lawyer,129780.44,11034.036666666669,5,3,18,4,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",27,18,6.25,1203.0,Standard,1163.57,38.85062110467124,22 Years and 2 Months,Yes,250.19073495315013,235.6933930214331,High_spent_Large_value_payments,857.5195386920836,Poor
0x567a,CUS_0xa5a1,May,Peter Rudegeairt,40,401-25-1243,Entrepreneur,10341.68,761.8066666666667,7,6,16,-100,"Mortgage Loan, Payday Loan, Credit-Builder Loan, Not Specified, Not Specified, Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",42,23,4.61,14.0,_,2712.98,31.21282004197327,8 Years and 1 Months,Yes,6056.0,90.67315204698507,Low_spent_Small_value_payments,224.61947683826526,Poor
0x347d,CUS_0x1069,April,Andreas Cremero,32,#F%$D@*&8,Accountant,58637.34,4799.445,4,6,10,3,"Personal Loan, Auto Loan, and Not Specified",9,17,5.5600000000000005,5.0,Standard,208.8,40.755243355385424,30 Years and 4 Months,Yes,139.8850133927109,343.5095217253321,Low_spent_Medium_value_payments,276.549964881957,Standard
0x9cc7,CUS_0x4196,February,Dyex,42,622-70-4870,Engineer,58966.89,,5,5,7,0,,28,13,11.77,8.0,_,1452.98,28.520089830236376,18 Years and 8 Months,Yes,0.0,137.43736951665383,High_spent_Medium_value_payments,575.4533804833462,Standard
0x1a152,CUS_0x10ac,May,Zhouy,29,#F%$D@*&8,Developer,16718.645,1270.2204166666668,7,3,15,-100,"Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, and Debt Consolidation Loan",26,14,11.45,1.0,Standard,853.41,35.393777108750406,16 Years and 0 Months,No,50.9619359000891,64.01564846843553,Low_spent_Large_value_payments,282.04445729814205,Good
0x21645,CUS_0x1efd,April,Oreskovicq,16,966-55-9007,Teacher,17933.84,1393.486666666667,9,6,17,5,"Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, and Student Loan",44,16,15.02,9.0,Standard,1660.5,34.573497940883,13 Years and 0 Months,Yes,48.00605101830621,110.34445944219532,Low_spent_Medium_value_payments,260.9981562061652,Standard
0x12cec,CUS_0x8d77,March,Yunn,44,607-34-4092,Scientist,80370.32,6856.526666666668,8,7,17,0,,27,8_,15.36,4.0,Standard,1135.98,42.296290609273065,27 Years and 5 Months,Yes,0.0,176.89145047972173,High_spent_Medium_value_payments,758.7612161869451,Standard
0x1e525,CUS_0xb1cc,April,Cheem,26,283-60-8539,Engineer,93550.95,7847.912500000001,3,5,11,0,,19,6,7.03,4.0,_,1272.54,39.212247034032,,NM,0.0,362.32529202373877,Low_spent_Medium_value_payments,702.4659579762614,Standard
0x23ede,CUS_0x1bb7,May,Jonathan Stempelz,41,093-84-7831,Entrepreneur,9022.16_,,6,9,23,7,"Payday Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, Personal Loan, and Mortgage Loan",22,,3.93,11.0,Bad,1682.25,27.7684455623108,11 Years and 9 Months,Yes,41.611207203587725,48.885451857828905,Low_spent_Medium_value_payments,294.08800760525,Poor
0x211c9,CUS_0x2c98,August,Lawrence Whitez,30_,532-22-6497,Teacher,19936.4,1404.3666666666668,4,6,6,0,,13,17,7.62,5.0,Standard,1342.68,30.16057614424373,32 Years and 8 Months,No,0.0,56.32759799510232,!@9#%8,374.1090686715644,Standard
0x1ef31,CUS_0x34d6,August,Herberta,50,#F%$D@*&8,Engineer,129308.52,10979.71,5,3,1,-100,"Credit-Builder Loan, Not Specified, Not Specified, and Auto Loan",14,7,3.19,2.0,Good,1475.43,33.39245638368122,27 Years and 6 Months,No,428.782069488894,860.8112253752928,Low_spent_Large_value_payments,78.37770513581323,Good
0x1e306,CUS_0xe51,January,Clare Hutchisond,41,192-48-3506,Architect,96583.71,7998.642499999999,5,6,2,1,Debt Consolidation Loan,7,3492,3.28,3.0,Good,777.88,28.030049172465617,,No,68.22942285853699,601.223371525362,Low_spent_Medium_value_payments,410.4114556161009,Standard
0x1b667,CUS_0x86ec,February,,19,293-88-4924,Writer,19358.37,1658.1975,7,10,15,5_,"Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Credit-Builder Loan",24,22,11.41,9.0,Bad,1486.17,28.62885691941243,7 Years and 11 Months,Yes,50.98543270131259,107.07534193005205,Low_spent_Large_value_payments,277.7589753686354,Poor
0x13a76,CUS_0x2059,January,Am ay,48,681-85-9527,Journalist,121503.72,,4,6,3,2,"Home Equity Loan, and Payday Loan",14,,0.86,1.0,Good,128.68,35.10133666881648,33 Years and 1 Months,No,189.11931899522983,311.8629747333113,Low_spent_Large_value_payments,769.0487062714587,Standard
0x1c209,CUS_0x434a,April,Josephinec,39,169-51-0038,Writer,19296.63,1820.0525,7,10,22,9,"Auto Loan, Home Equity Loan, Payday Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",60,24,5.96,15.0,Bad,2530.46,22.988747260565663,9 Years and 7 Months,Yes,131.67623172387172,21.542318643085398,High_spent_Medium_value_payments,278.78669963304293,Poor
0x23d44,CUS_0xbb33,March,Christiaane,48,958-68-0188,Media_Manager,100971.6,,2,6,7,1,Student Loan,14,4,4.0,3.0,Good,1138.38,39.83445733101849,17 Years and 0 Months,No,48.69755777171217,80.22662701174592,High_spent_Large_value_payments,939.7058152165421,Standard
0xa1d1,CUS_0x440,August,Robin Emmottj,30,144-45-0895,Accountant,10367.01,1095.9175,7,7,34,5,"Home Equity Loan, Not Specified, Student Loan, Home Equity Loan, and Mortgage Loan",33,20,11.43,6.0,Standard,1568.49,31.574518131939808,5 Years and 11 Months,Yes,37.90425467357951,77.97584878706216,Low_spent_Large_value_payments,263.7116465393584,Standard
0x1a328,CUS_0x4fc4,July,Hoc,28,142-05-3521,Musician,21454.79,1720.8991666666668,0,6,12,4,"Auto Loan, Student Loan, Home Equity Loan, and Home Equity Loan",0,,1.56,3.0,_,1152.36,37.44491897160483,30 Years and 11 Months,No,46.47327353624938,201.1078512188018,!@9#%8,214.50879191161548,Good
0x73c2,CUS_0x53c0,January,Papachristoul,33,355-60-0601,Mechanic,162550.04,13331.836666666668,5,5,1,0,,8,3,3.9,4.0,_,571.39,27.820110800175343,28 Years and 5 Months,No,0.0,1317.6737809964166,Low_spent_Medium_value_payments,295.50988567025024,Good
0x982f,CUS_0x63de,February,Callusw,42_,684-76-8682,Developer,77613.39,6182.7825,7,6,12,0,,7,12,15.01,6.0,Standard,321.59,32.54436673836393,30 Years and 4 Months,Yes,0.0,268.8271869806841,Low_spent_Large_value_payments,619.451063019316,Standard
0x17f5,CUS_0x6a1b,August,Toonkeln,33,252-50-2326,Accountant,30788.44,2623.703333333333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20,21.73,9.0,Bad,3470.08,38.25442229235325,,Yes,114.533020898938,242.53234925147845,!@9#%8,195.30496318291688,Standard
0x1f24f,CUS_0x87f9,February,,-500,472-75-9857,Teacher,20397.855,1690.82125,1,3,8,-100,Payday Loan,17,4,9.04,2.0,Good,961.39,37.53136048265856,21 Years and 10 Months,No,9.816433779978643,100.35512984873242,High_spent_Small_value_payments,318.91056137128896,Poor
0xb862,CUS_0x19a5,January,Rickp,27,140-53-1830,_______,35728.36,3136.363333333333,4,4,5130,1,Credit-Builder Loan,4,16,13.03,0.0,Standard,90.37,26.094038250750643,24 Years and 11 Months,Yes,28.44768635480066,348.9624531993178,Low_spent_Small_value_payments,226.2261937792149,Standard
0x20e8,CUS_0xa47,July,Jonathan Stempelm,48,#F%$D@*&8,Mechanic,65299.38,5305.615,4,5,8,2,"Student Loan, and Credit-Builder Loan",10,0,5.68,2.0,Good,1177.38,37.7323935607068,,No,77.00931295128329,90.73515186843359,High_spent_Medium_value_payments,612.8170351802831,Poor
0x20262,CUS_0x344e,January,Vidya Ranganathand,49,975-76-9175,_______,27587.1,,5,3,17,0,,29,20,6.99,1.0,Standard,268.83,35.754215308625554,20 Years and 7 Months,Yes,0.0,88.64414296525696,Low_spent_Large_value_payments,406.24835703474304,Standard
0x13bd4,CUS_0x9443,March,ena,24,105-69-3347,Doctor,8204.11,816.6758333333332,6,7,20,9,"Mortgage Loan, Personal Loan, Credit-Builder Loan, Payday Loan, Student Loan, Not Specified, Payday Loan, Mortgage Loan, and Auto Loan",49,15,-2.3600000000000003,8.0,Bad,2359.92,33.195289111100976,19 Years and 1 Months,Yes,57.87131550498545,55.813937967811405,Low_spent_Small_value_payments,257.9823298605365,Poor
0x187bb,CUS_0x99ca,June,Pedro dad,35,172-28-1630,Mechanic,131253.81,,1,1,8,0,,1,8,9.14,4.0,Good,519.38,32.74619816357484,22 Years and 3 Months,No,0.0,284.56954814564233,High_spent_Large_value_payments,1062.3122018543577,Good
0x1d2fe,CUS_0x761f,January,Leffc,53,498-34-2763,Teacher,120404.72,10145.726666666667,3,6,11,3,"Credit-Builder Loan, Debt Consolidation Loan, and Debt Consolidation Loan",1,2,4.5299999999999985,2.0,_,1318.6,30.40216441361721,19 Years and 10 Months,No,228.84851047357495,70.24109555198356,High_spent_Large_value_payments,955.4830606411084,Standard
0x1882f,CUS_0xfea,February,Ethanj,33,731-85-6329,Manager,44264.41,3755.700833333334,3,3,6,2,"Student Loan, and Student Loan",10,2,9.66,3.0,_,1312.23,30.773800341090546,18 Years and 2 Months,No,40.48242381502263,207.66235099965598,Low_spent_Medium_value_payments,407.4253085186548,Good
